用户标识,业务类型,主叫时长（分）,被叫时长（分）,免费流量,计费流量,月均上网时长（分）,入网时长（天）,最近一次缴费金额（元）,总缴费金额(元),缴费次数,余额,是否潜在合约用户
67408,4G,98.0,81.0,366.0,15.0,83.0,186.0,65.0,492.0,12.0,35.0,0
64829,3G,90.0,91.0,379.0,29.0,82.0,126.0,55.0,565.0,6.0,68.0,0
60218,2G,87.0,77.0,365.0,0.0,76.0,152.0,82.0,594.0,12.0,64.0,0
65142,4G,80.0,101.0,374.0,69.0,145.0,170.0,46.0,371.0,11.0,87.0,1
63439,3G,104.0,94.0,398.0,175.0,97.0,201.0,62.0,650.0,9.0,0.0,1
68757,4G,80.0,87.0,384.0,23.0,71.0,121.0,53.0,461.0,12.0,92.0,0
67885,4G,102.0,79.0,396.0,15.0,87.0,203.0,44.0,531.0,7.0,75.0,0
69460,3G,71.0,88.0,382.0,0.0,94.0,206.0,67.0,538.0,5.0,67.0,0
61747,4G,97.0,74.0,394.0,89.0,85.0,196.0,21.0,582.0,8.0,0.0,1
64144,2G,69.0,113.0,386.0,15.0,56.0,150.0,58.0,357.0,11.0,61.0,0
60463,3G,119.0,109.0,403.0,11.0,153.0,112.0,48.0,465.0,4.0,52.0,1
66769,4G,59.0,141.0,391.0,19.0,97.0,219.0,42.0,489.0,10.0,67.0,1
61846,3G,102.0,77.0,402.0,16.0,162.0,232.0,56.0,338.0,6.0,27.0,1
60661,2G,120.0,100.0,371.0,22.0,86.0,200.0,72.0,473.0,8.0,50.0,0
63267,3G,72.0,101.0,377.0,19.0,111.0,194.0,25.0,521.0,10.0,40.0,0
65747,4G,75.0,120.0,395.0,200.0,102.0,120.0,37.0,418.0,9.0,45.0,1
62253,3G,87.0,111.0,394.0,102.0,98.0,194.0,13.0,311.0,6.0,-0.0,1
61102,4G,83.0,62.0,370.0,41.0,98.0,180.0,41.0,489.0,12.0,60.0,0
64325,3G,111.0,71.0,391.0,45.0,118.0,150.0,36.0,703.0,13.0,22.0,1
65976,2G,106.0,105.0,374.0,32.0,115.0,202.0,31.0,595.0,12.0,65.0,0
61009,4G,118.0,92.0,386.0,106.0,61.0,187.0,33.0,484.0,11.0,27.0,1
63430,3G,87.0,106.0,377.0,25.0,87.0,201.0,36.0,603.0,7.0,51.0,0
61906,3G,100.0,107.0,376.0,67.0,104.0,204.0,94.0,611.0,6.0,91.0,1
69147,4G,109.0,104.0,423.0,127.0,119.0,168.0,39.0,399.0,10.0,54.0,1
69358,3G,64.0,129.0,384.0,65.0,123.0,188.0,50.0,737.0,14.0,92.0,1
67737,3G,96.0,83.0,366.0,16.0,103.0,189.0,53.0,564.0,13.0,39.0,0
66144,3G,138.0,63.0,404.0,13.0,146.0,163.0,37.0,448.0,8.0,40.0,1
61103,4G,63.0,125.0,378.0,63.0,128.0,177.0,69.0,416.0,10.0,69.0,1
64623,3G,82.0,97.0,405.0,37.0,163.0,113.0,3.0,472.0,11.0,14.0,1
67391,4G,135.0,72.0,412.0,34.0,149.0,101.0,32.0,349.0,11.0,0.0,1
65085,3G,96.0,122.0,384.0,10.0,94.0,178.0,51.0,350.0,10.0,75.0,0
64633,3G,96.0,79.0,366.0,21.0,95.0,166.0,56.0,660.0,8.0,80.0,0
62996,3G,93.0,119.0,374.0,37.0,97.0,217.0,43.0,387.0,13.0,72.0,1
60784,2G,80.0,100.0,389.0,27.0,92.0,225.0,75.0,575.0,4.0,61.0,0
66448,4G,75.0,98.0,386.0,39.0,43.0,150.0,50.0,490.0,7.0,84.0,0
64071,3G,76.0,97.0,393.0,41.0,68.0,212.0,56.0,570.0,10.0,40.0,0
68399,4G,125.0,86.0,409.0,41.0,156.0,112.0,40.0,489.0,10.0,72.0,1
60756,4G,109.0,97.0,398.0,9.0,60.0,195.0,78.0,460.0,8.0,84.0,0
66956,4G,72.0,99.0,384.0,47.0,104.0,185.0,66.0,490.0,6.0,82.0,0
69737,4G,95.0,88.0,373.0,17.0,66.0,156.0,65.0,457.0,13.0,63.0,0
61946,3G,66.0,126.0,401.0,71.0,125.0,187.0,58.0,432.0,4.0,79.0,1
64707,3G,113.0,124.0,413.0,78.0,157.0,151.0,95.0,496.0,8.0,6.0,1
66945,4G,76.0,86.0,371.0,13.0,77.0,171.0,47.0,440.0,5.0,65.0,0
67060,3G,92.0,75.0,389.0,23.0,80.0,143.0,87.0,410.0,10.0,49.0,0
64474,3G,89.0,111.0,380.0,3.0,62.0,175.0,79.0,504.0,9.0,54.0,0
68895,3G,104.0,82.0,384.0,17.0,72.0,135.0,85.0,540.0,10.0,45.0,0
60956,4G,76.0,83.0,377.0,19.0,115.0,174.0,104.0,496.0,8.0,60.0,0
65251,2G,94.0,95.0,371.0,10.0,63.0,163.0,67.0,414.0,7.0,68.0,0
61974,2G,78.0,84.0,381.0,28.0,102.0,165.0,69.0,567.0,7.0,82.0,0
60537,4G,94.0,108.0,385.0,57.0,105.0,112.0,71.0,643.0,8.0,41.0,1
62352,3G,119.0,80.0,393.0,29.0,83.0,195.0,42.0,374.0,8.0,67.0,0
62044,3G,119.0,143.0,392.0,56.0,137.0,166.0,50.0,271.0,10.0,42.0,1
65838,2G,98.0,78.0,389.0,17.0,64.0,166.0,83.0,371.0,6.0,61.0,0
62456,2G,87.0,106.0,392.0,14.0,77.0,197.0,81.0,400.0,11.0,54.0,0
67946,4G,101.0,110.0,419.0,80.0,51.0,162.0,5.0,483.0,13.0,11.0,1
65379,3G,67.0,131.0,413.0,99.0,130.0,189.0,17.0,695.0,11.0,91.0,1
68966,4G,103.0,103.0,390.0,7.0,63.0,212.0,40.0,600.0,8.0,59.0,0
69882,3G,91.0,120.0,365.0,27.0,81.0,177.0,79.0,378.0,9.0,50.0,0
62055,3G,107.0,110.0,410.0,3.0,122.0,135.0,63.0,318.0,11.0,20.0,1
66748,4G,102.0,86.0,405.0,0.0,122.0,160.0,94.0,653.0,10.0,51.0,1
67033,3G,68.0,102.0,385.0,32.0,87.0,197.0,77.0,664.0,10.0,89.0,0
63996,3G,119.0,87.0,387.0,209.0,130.0,168.0,14.0,604.0,4.0,13.0,1
62438,4G,81.0,70.0,370.0,47.0,75.0,166.0,86.0,603.0,11.0,62.0,0
66562,4G,77.0,51.0,400.0,85.0,111.0,211.0,65.0,397.0,12.0,29.0,1
69005,4G,79.0,132.0,390.0,48.0,124.0,187.0,53.0,442.0,4.0,-0.0,1
61520,3G,62.0,128.0,390.0,86.0,118.0,189.0,55.0,496.0,8.0,4.0,1
65713,2G,81.0,82.0,384.0,9.0,69.0,133.0,83.0,517.0,15.0,50.0,0
63189,3G,123.0,117.0,400.0,0.0,128.0,196.0,38.0,444.0,15.0,45.0,1
67482,4G,148.0,93.0,406.0,36.0,121.0,247.0,43.0,471.0,7.0,82.0,1
69381,3G,105.0,80.0,392.0,19.0,53.0,194.0,80.0,497.0,6.0,72.0,0
64362,3G,118.0,77.0,391.0,0.0,70.0,207.0,44.0,467.0,12.0,66.0,0
63225,4G,100.0,89.0,396.0,81.0,95.0,170.0,71.0,675.0,8.0,0.0,1
60914,4G,109.0,90.0,382.0,24.0,136.0,209.0,58.0,425.0,3.0,65.0,1
63393,4G,76.0,79.0,420.0,0.0,135.0,214.0,51.0,626.0,10.0,49.0,1
65574,2G,112.0,100.0,393.0,6.0,60.0,195.0,59.0,599.0,11.0,51.0,0
65373,3G,71.0,135.0,420.0,70.0,124.0,149.0,82.0,480.0,7.0,76.0,1
69383,2G,102.0,82.0,387.0,40.0,77.0,203.0,24.0,600.0,14.0,70.0,0
68659,2G,77.0,77.0,382.0,58.0,86.0,179.0,59.0,560.0,9.0,83.0,0
63743,2G,81.0,122.0,377.0,20.0,81.0,219.0,79.0,493.0,12.0,91.0,0
65219,2G,84.0,116.0,391.0,41.0,108.0,236.0,57.0,525.0,9.0,43.0,0
62270,4G,109.0,80.0,389.0,37.0,84.0,267.0,51.0,505.0,8.0,49.0,0
60613,3G,80.0,83.0,427.0,0.0,112.0,198.0,24.0,426.0,11.0,59.0,1
65300,4G,118.0,102.0,401.0,100.0,137.0,168.0,76.0,460.0,3.0,11.0,1
65634,4G,55.0,105.0,417.0,12.0,160.0,193.0,40.0,471.0,11.0,84.0,1
66642,4G,106.0,77.0,367.0,42.0,71.0,177.0,41.0,568.0,12.0,72.0,0
64381,3G,115.0,85.0,382.0,75.0,105.0,108.0,55.0,542.0,3.0,54.0,1
63506,3G,52.0,78.0,392.0,0.0,144.0,190.0,63.0,562.0,4.0,28.0,1
69870,4G,91.0,102.0,390.0,32.0,69.0,213.0,56.0,599.0,7.0,52.0,0
61020,3G,78.0,75.0,380.0,24.0,66.0,210.0,48.0,590.0,7.0,96.0,0
64463,4G,129.0,96.0,386.0,0.0,102.0,126.0,59.0,598.0,7.0,80.0,1
60328,2G,105.0,102.0,394.0,32.0,95.0,212.0,88.0,500.0,7.0,65.0,0
69638,3G,78.0,116.0,401.0,67.0,108.0,156.0,4.0,433.0,9.0,107.0,1
65163,4G,116.0,102.0,381.0,101.0,70.0,181.0,29.0,540.0,10.0,11.0,1
67541,4G,86.0,106.0,370.0,12.0,60.0,178.0,77.0,665.0,13.0,81.0,0
68371,4G,112.0,74.0,409.0,0.0,87.0,192.0,39.0,594.0,13.0,40.0,1
62476,2G,87.0,94.0,380.0,29.0,89.0,259.0,48.0,351.0,10.0,83.0,0
68667,3G,99.0,93.0,367.0,0.0,50.0,181.0,43.0,387.0,10.0,63.0,0
63191,4G,92.0,99.0,380.0,15.0,99.0,193.0,61.0,533.0,8.0,53.0,0
63548,2G,80.0,83.0,391.0,18.0,72.0,167.0,101.0,478.0,11.0,61.0,0
61889,2G,81.0,98.0,375.0,0.0,56.0,188.0,37.0,531.0,6.0,42.0,0
69691,3G,67.0,88.0,370.0,25.0,120.0,176.0,66.0,501.0,8.0,74.0,0
67106,2G,98.0,107.0,386.0,65.0,89.0,221.0,58.0,407.0,10.0,54.0,0
67891,4G,88.0,107.0,400.0,136.0,102.0,189.0,48.0,323.0,6.0,84.0,1
61081,2G,81.0,106.0,378.0,19.0,71.0,188.0,39.0,558.0,6.0,41.0,0
67673,3G,73.0,60.0,373.0,0.0,69.0,188.0,37.0,632.0,10.0,58.0,0
66647,3G,132.0,102.0,403.0,111.0,139.0,95.0,65.0,402.0,16.0,37.0,1
64893,4G,109.0,119.0,397.0,154.0,139.0,210.0,76.0,357.0,6.0,67.0,1
68477,3G,121.0,128.0,401.0,75.0,104.0,156.0,5.0,418.0,11.0,0.0,1
66689,4G,88.0,82.0,386.0,9.0,33.0,183.0,37.0,498.0,9.0,42.0,0
61256,2G,99.0,102.0,386.0,15.0,58.0,230.0,71.0,597.0,6.0,74.0,0
62909,4G,93.0,74.0,390.0,14.0,95.0,248.0,51.0,484.0,9.0,34.0,0
64773,2G,68.0,95.0,382.0,8.0,39.0,203.0,64.0,581.0,10.0,48.0,0
66926,3G,121.0,67.0,405.0,105.0,172.0,212.0,11.0,686.0,11.0,11.0,1
65011,4G,109.0,97.0,390.0,6.0,54.0,220.0,68.0,501.0,11.0,71.0,0
63826,3G,111.0,68.0,390.0,0.0,99.0,129.0,68.0,422.0,7.0,41.0,1
61166,4G,131.0,52.0,403.0,94.0,88.0,111.0,75.0,540.0,7.0,44.0,1
60055,3G,86.0,105.0,394.0,135.0,138.0,170.0,108.0,324.0,12.0,43.0,1
66531,4G,77.0,82.0,402.0,84.0,142.0,152.0,64.0,290.0,7.0,59.0,1
68032,3G,95.0,90.0,412.0,22.0,108.0,172.0,0.0,343.0,8.0,80.0,1
63313,4G,88.0,88.0,400.0,0.0,145.0,276.0,77.0,400.0,9.0,87.0,1
60538,4G,130.0,106.0,386.0,27.0,88.0,232.0,35.0,319.0,9.0,72.0,1
64278,4G,73.0,96.0,367.0,17.0,66.0,161.0,73.0,456.0,5.0,35.0,0
62206,3G,82.0,92.0,395.0,115.0,85.0,210.0,0.0,427.0,15.0,81.0,1
62001,4G,91.0,117.0,401.0,0.0,90.0,224.0,81.0,644.0,14.0,43.0,1
63733,3G,81.0,40.0,403.0,25.0,142.0,210.0,57.0,454.0,7.0,70.0,1
62712,3G,116.0,84.0,399.0,48.0,161.0,98.0,51.0,433.0,14.0,51.0,1
60733,4G,76.0,100.0,373.0,34.0,100.0,216.0,46.0,568.0,12.0,49.0,0
68712,3G,104.0,123.0,384.0,181.0,106.0,200.0,12.0,497.0,10.0,26.0,1
65315,4G,96.0,60.0,369.0,34.0,100.0,189.0,74.0,617.0,7.0,50.0,0
64628,4G,89.0,102.0,371.0,27.0,75.0,162.0,53.0,525.0,12.0,47.0,0
66599,4G,121.0,117.0,386.0,114.0,157.0,138.0,34.0,593.0,11.0,36.0,1
62098,3G,91.0,107.0,376.0,45.0,58.0,175.0,49.0,515.0,6.0,38.0,0
67281,4G,79.0,73.0,403.0,18.0,156.0,241.0,15.0,434.0,13.0,21.0,1
67421,4G,79.0,77.0,391.0,128.0,142.0,208.0,36.0,640.0,8.0,97.0,1
64414,2G,71.0,120.0,373.0,25.0,94.0,176.0,75.0,543.0,6.0,70.0,0
63509,2G,100.0,104.0,369.0,12.0,75.0,218.0,94.0,507.0,4.0,65.0,0
61992,3G,56.0,79.0,404.0,3.0,169.0,122.0,26.0,431.0,1.0,32.0,1
69706,4G,111.0,145.0,407.0,7.0,90.0,210.0,46.0,619.0,8.0,33.0,1
62773,3G,88.0,81.0,377.0,27.0,52.0,197.0,72.0,371.0,8.0,80.0,0
69324,4G,92.0,95.0,378.0,0.0,117.0,164.0,72.0,406.0,10.0,69.0,0
61498,4G,124.0,106.0,379.0,15.0,71.0,204.0,62.0,457.0,9.0,67.0,0
68270,4G,105.0,87.0,385.0,31.0,158.0,132.0,8.0,465.0,10.0,44.0,1
66381,4G,80.0,88.0,374.0,10.0,71.0,191.0,61.0,609.0,4.0,90.0,0
61131,4G,96.0,97.0,387.0,3.0,67.0,159.0,30.0,562.0,5.0,57.0,0
61100,3G,80.0,122.0,391.0,108.0,112.0,218.0,57.0,393.0,12.0,0.0,1
65210,4G,104.0,77.0,377.0,32.0,67.0,190.0,38.0,594.0,10.0,71.0,0
64768,2G,110.0,83.0,370.0,23.0,87.0,170.0,46.0,572.0,12.0,82.0,0
67662,2G,65.0,84.0,379.0,10.0,76.0,171.0,59.0,559.0,7.0,51.0,0
67800,2G,54.0,86.0,392.0,-0.0,70.0,195.0,73.0,446.0,11.0,68.0,0
63360,4G,91.0,97.0,367.0,21.0,119.0,186.0,66.0,405.0,11.0,50.0,0
67187,3G,83.0,111.0,382.0,0.0,61.0,170.0,42.0,530.0,10.0,51.0,0
64800,3G,105.0,86.0,374.0,32.0,104.0,206.0,48.0,452.0,7.0,39.0,0
60787,4G,93.0,103.0,415.0,0.0,90.0,151.0,72.0,522.0,8.0,51.0,1
65599,3G,62.0,97.0,377.0,24.0,76.0,201.0,48.0,634.0,12.0,64.0,0
62545,4G,140.0,98.0,388.0,61.0,107.0,121.0,31.0,382.0,12.0,80.0,1
62332,3G,134.0,111.0,407.0,0.0,122.0,182.0,64.0,565.0,13.0,90.0,1
60924,3G,71.0,95.0,394.0,124.0,86.0,142.0,11.0,611.0,6.0,42.0,1
66034,4G,120.0,141.0,409.0,99.0,132.0,208.0,12.0,445.0,6.0,85.0,1
60386,4G,70.0,136.0,417.0,86.0,111.0,233.0,25.0,508.0,7.0,61.0,1
61326,3G,91.0,92.0,376.0,42.0,94.0,141.0,55.0,481.0,8.0,83.0,0
66161,4G,116.0,121.0,384.0,55.0,111.0,174.0,57.0,406.0,17.0,76.0,1
62080,2G,71.0,85.0,367.0,18.0,82.0,148.0,74.0,585.0,12.0,31.0,0
69570,3G,113.0,66.0,402.0,101.0,108.0,213.0,87.0,531.0,13.0,31.0,1
68417,3G,91.0,79.0,379.0,0.0,96.0,157.0,80.0,676.0,11.0,55.0,0
61259,2G,78.0,116.0,376.0,17.0,56.0,196.0,59.0,504.0,12.0,45.0,0
67284,4G,117.0,119.0,383.0,11.0,70.0,181.0,53.0,585.0,11.0,77.0,0
63919,2G,107.0,84.0,389.0,4.0,88.0,176.0,76.0,563.0,11.0,39.0,0
66196,2G,102.0,85.0,387.0,13.0,64.0,186.0,78.0,406.0,9.0,41.0,0
62870,4G,68.0,127.0,371.0,8.0,77.0,165.0,55.0,425.0,6.0,49.0,0
65004,4G,73.0,105.0,400.0,0.0,165.0,200.0,15.0,573.0,7.0,60.0,1
66566,3G,114.0,110.0,405.0,0.0,132.0,136.0,71.0,636.0,14.0,16.0,1
61097,4G,73.0,104.0,383.0,31.0,89.0,202.0,64.0,391.0,5.0,21.0,0
67729,4G,95.0,108.0,390.0,24.0,82.0,196.0,53.0,596.0,10.0,58.0,0
68600,4G,106.0,64.0,372.0,11.0,92.0,161.0,77.0,622.0,9.0,76.0,0
64415,4G,88.0,107.0,375.0,37.0,91.0,205.0,36.0,689.0,10.0,74.0,0
64962,4G,66.0,97.0,396.0,161.0,114.0,167.0,42.0,512.0,10.0,20.0,1
60564,2G,62.0,83.0,384.0,50.0,67.0,118.0,61.0,473.0,9.0,69.0,0
64356,3G,127.0,92.0,398.0,32.0,131.0,204.0,33.0,651.0,16.0,13.0,1
68432,3G,84.0,99.0,391.0,53.0,67.0,142.0,68.0,602.0,12.0,57.0,0
62148,2G,102.0,79.0,378.0,3.0,69.0,199.0,64.0,426.0,12.0,37.0,0
65675,4G,130.0,98.0,418.0,134.0,151.0,160.0,26.0,422.0,9.0,56.0,1
64982,4G,102.0,118.0,393.0,21.0,79.0,215.0,75.0,581.0,8.0,76.0,0
61401,4G,90.0,145.0,390.0,8.0,112.0,229.0,0.0,453.0,12.0,73.0,1
67759,3G,69.0,124.0,377.0,24.0,59.0,159.0,59.0,583.0,10.0,71.0,0
60538,4G,82.0,104.0,381.0,35.0,96.0,238.0,74.0,565.0,10.0,58.0,0
61869,3G,77.0,88.0,373.0,10.0,111.0,181.0,54.0,452.0,11.0,91.0,0
69601,4G,67.0,124.0,400.0,119.0,108.0,176.0,16.0,628.0,8.0,36.0,1
64378,4G,92.0,78.0,394.0,129.0,110.0,230.0,92.0,543.0,12.0,49.0,1
68743,4G,58.0,115.0,408.0,10.0,150.0,173.0,48.0,335.0,9.0,76.0,1
67120,3G,97.0,107.0,395.0,13.0,81.0,195.0,59.0,638.0,15.0,62.0,0
68653,3G,90.0,121.0,394.0,6.0,111.0,253.0,113.0,475.0,16.0,63.0,1
65629,4G,91.0,88.0,389.0,40.0,98.0,154.0,80.0,477.0,8.0,83.0,0
68646,2G,101.0,70.0,378.0,0.0,84.0,235.0,69.0,503.0,9.0,40.0,0
66810,4G,130.0,78.0,399.0,77.0,129.0,147.0,0.0,390.0,9.0,56.0,1
60838,4G,118.0,99.0,385.0,18.0,82.0,211.0,48.0,465.0,8.0,51.0,0
60955,2G,104.0,94.0,390.0,61.0,84.0,167.0,62.0,482.0,5.0,60.0,0
68161,4G,120.0,135.0,394.0,0.0,102.0,170.0,31.0,531.0,7.0,24.0,1
67144,3G,109.0,96.0,395.0,31.0,80.0,220.0,50.0,651.0,12.0,53.0,0
62532,2G,104.0,80.0,368.0,29.0,81.0,200.0,63.0,630.0,10.0,88.0,0
63304,4G,71.0,76.0,387.0,9.0,90.0,134.0,52.0,486.0,11.0,75.0,0
64793,2G,96.0,81.0,374.0,11.0,48.0,186.0,94.0,516.0,7.0,50.0,0
60058,4G,102.0,103.0,392.0,2.0,68.0,173.0,74.0,554.0,12.0,55.0,0
67050,2G,95.0,97.0,379.0,12.0,105.0,224.0,79.0,539.0,3.0,59.0,0
65005,3G,83.0,99.0,401.0,0.0,123.0,271.0,18.0,459.0,7.0,21.0,1
64122,2G,62.0,90.0,379.0,8.0,60.0,186.0,54.0,546.0,11.0,68.0,0
68399,4G,111.0,94.0,375.0,6.0,73.0,148.0,70.0,514.0,7.0,51.0,0
65297,4G,80.0,65.0,411.0,0.0,121.0,205.0,45.0,497.0,7.0,53.0,1
65534,3G,146.0,83.0,438.0,0.0,133.0,181.0,32.0,488.0,9.0,123.0,1
63767,2G,91.0,80.0,384.0,28.0,81.0,139.0,78.0,570.0,12.0,87.0,0
69005,4G,106.0,138.0,403.0,6.0,145.0,100.0,51.0,638.0,8.0,3.0,1
60558,2G,88.0,109.0,378.0,0.0,101.0,156.0,85.0,412.0,11.0,42.0,0
61901,4G,81.0,86.0,391.0,33.0,80.0,192.0,65.0,599.0,4.0,58.0,0
69065,4G,92.0,126.0,383.0,122.0,78.0,212.0,18.0,534.0,11.0,61.0,1
65711,3G,121.0,86.0,379.0,41.0,80.0,248.0,62.0,447.0,6.0,57.0,0
63382,4G,117.0,95.0,417.0,88.0,55.0,224.0,27.0,397.0,8.0,44.0,1
61923,4G,58.0,113.0,400.0,11.0,95.0,201.0,16.0,465.0,13.0,85.0,1
65102,3G,86.0,117.0,383.0,126.0,88.0,166.0,66.0,450.0,5.0,59.0,1
60112,4G,56.0,86.0,406.0,24.0,108.0,249.0,75.0,357.0,5.0,56.0,1
68708,3G,95.0,86.0,376.0,-0.0,66.0,147.0,44.0,618.0,15.0,47.0,0
65163,3G,103.0,96.0,384.0,0.0,89.0,186.0,57.0,616.0,4.0,62.0,0
62081,2G,110.0,104.0,377.0,18.0,76.0,210.0,45.0,520.0,13.0,26.0,0
67349,4G,93.0,92.0,384.0,12.0,77.0,153.0,44.0,654.0,10.0,65.0,0
60738,4G,123.0,84.0,383.0,21.0,87.0,218.0,69.0,410.0,9.0,84.0,0
60892,3G,96.0,102.0,396.0,83.0,186.0,202.0,28.0,433.0,9.0,86.0,1
64242,3G,88.0,67.0,385.0,13.0,98.0,158.0,34.0,446.0,3.0,10.0,1
66591,3G,78.0,89.0,392.0,20.0,90.0,171.0,82.0,563.0,7.0,44.0,0
62416,2G,84.0,91.0,369.0,1.0,73.0,143.0,52.0,617.0,9.0,51.0,0
68129,4G,106.0,56.0,395.0,16.0,122.0,193.0,0.0,537.0,9.0,55.0,1
60459,4G,139.0,95.0,407.0,56.0,178.0,201.0,55.0,408.0,10.0,73.0,1
60998,3G,109.0,102.0,394.0,20.0,141.0,199.0,0.0,666.0,13.0,63.0,1
68592,4G,149.0,98.0,408.0,0.0,125.0,197.0,24.0,614.0,15.0,20.0,1
67798,3G,71.0,112.0,378.0,0.0,95.0,154.0,76.0,351.0,9.0,70.0,0
65570,3G,89.0,63.0,396.0,0.0,130.0,136.0,48.0,456.0,5.0,6.0,1
62964,2G,99.0,93.0,388.0,62.0,85.0,190.0,39.0,353.0,7.0,58.0,0
65317,3G,109.0,123.0,401.0,0.0,142.0,161.0,79.0,530.0,15.0,63.0,1
68200,4G,130.0,131.0,398.0,16.0,112.0,206.0,42.0,698.0,6.0,44.0,1
63483,4G,99.0,93.0,383.0,115.0,92.0,238.0,64.0,528.0,6.0,43.0,1
60336,4G,73.0,96.0,382.0,20.0,100.0,163.0,76.0,645.0,5.0,43.0,0
61729,3G,136.0,60.0,388.0,35.0,127.0,266.0,96.0,552.0,10.0,61.0,1
66272,2G,81.0,102.0,388.0,42.0,107.0,220.0,62.0,417.0,10.0,54.0,0
68455,4G,79.0,82.0,366.0,7.0,65.0,159.0,24.0,462.0,7.0,69.0,0
65366,2G,87.0,91.0,397.0,29.0,80.0,170.0,65.0,360.0,8.0,36.0,0
64505,3G,85.0,118.0,371.0,49.0,91.0,160.0,61.0,436.0,6.0,81.0,0
67077,3G,79.0,107.0,404.0,83.0,119.0,96.0,63.0,318.0,9.0,65.0,1
66862,3G,92.0,119.0,398.0,57.0,130.0,254.0,84.0,470.0,12.0,83.0,1
60336,4G,115.0,103.0,389.0,3.0,77.0,171.0,52.0,598.0,3.0,45.0,1
60514,3G,47.0,98.0,383.0,23.0,93.0,162.0,61.0,415.0,5.0,59.0,0
67217,3G,84.0,106.0,391.0,0.0,80.0,197.0,26.0,467.0,8.0,80.0,1
60355,3G,72.0,74.0,369.0,18.0,82.0,196.0,39.0,339.0,12.0,77.0,0
62008,4G,108.0,86.0,378.0,51.0,59.0,218.0,61.0,514.0,10.0,76.0,0
68509,4G,68.0,74.0,385.0,5.0,81.0,176.0,64.0,562.0,14.0,78.0,0
61564,2G,70.0,94.0,393.0,13.0,85.0,200.0,73.0,663.0,8.0,54.0,0
63463,3G,106.0,147.0,394.0,47.0,158.0,158.0,25.0,332.0,5.0,62.0,1
60855,2G,104.0,84.0,366.0,49.0,90.0,208.0,79.0,554.0,10.0,31.0,0
66870,2G,78.0,88.0,382.0,0.0,107.0,195.0,76.0,605.0,8.0,35.0,0
63975,2G,96.0,60.0,387.0,11.0,95.0,208.0,33.0,445.0,9.0,38.0,0
67552,4G,151.0,73.0,404.0,9.0,92.0,144.0,111.0,622.0,11.0,69.0,1
66422,3G,77.0,148.0,406.0,88.0,129.0,64.0,86.0,383.0,10.0,26.0,1
67509,3G,76.0,100.0,378.0,8.0,79.0,198.0,48.0,550.0,9.0,74.0,0
63273,4G,86.0,100.0,387.0,24.0,136.0,110.0,44.0,403.0,5.0,35.0,1
66024,3G,62.0,102.0,417.0,38.0,85.0,199.0,79.0,461.0,4.0,37.0,1
64441,3G,79.0,84.0,378.0,57.0,122.0,124.0,46.0,391.0,11.0,34.0,1
69308,3G,104.0,41.0,407.0,36.0,131.0,170.0,49.0,407.0,9.0,110.0,1
60420,4G,63.0,73.0,380.0,22.0,71.0,196.0,61.0,504.0,8.0,53.0,0
63139,4G,97.0,67.0,381.0,35.0,99.0,180.0,60.0,483.0,5.0,47.0,0
66378,4G,98.0,111.0,391.0,21.0,165.0,243.0,70.0,545.0,14.0,65.0,1
60313,4G,98.0,102.0,375.0,15.0,89.0,182.0,55.0,701.0,13.0,85.0,0
67584,4G,115.0,107.0,416.0,77.0,106.0,237.0,35.0,632.0,12.0,29.0,1
62421,2G,80.0,76.0,383.0,0.0,82.0,218.0,64.0,458.0,11.0,66.0,0
62473,3G,89.0,99.0,390.0,39.0,120.0,253.0,119.0,475.0,3.0,70.0,1
63091,3G,94.0,98.0,423.0,80.0,91.0,173.0,82.0,689.0,7.0,45.0,1
65766,4G,103.0,70.0,391.0,12.0,127.0,239.0,65.0,388.0,4.0,73.0,1
67824,3G,117.0,152.0,407.0,82.0,117.0,187.0,103.0,511.0,10.0,95.0,1
66237,2G,99.0,85.0,388.0,51.0,64.0,173.0,64.0,450.0,11.0,58.0,0
63439,3G,100.0,70.0,373.0,0.0,123.0,189.0,54.0,388.0,8.0,50.0,1
60734,3G,92.0,90.0,390.0,102.0,94.0,279.0,60.0,584.0,9.0,30.0,1
68132,3G,146.0,90.0,405.0,130.0,133.0,221.0,41.0,645.0,3.0,30.0,1
66241,4G,101.0,113.0,396.0,49.0,90.0,237.0,6.0,333.0,7.0,23.0,1
69461,4G,60.0,84.0,401.0,112.0,97.0,191.0,43.0,604.0,6.0,13.0,1
63189,4G,88.0,65.0,391.0,0.0,87.0,215.0,69.0,463.0,7.0,58.0,0
65616,3G,120.0,129.0,402.0,20.0,140.0,201.0,59.0,637.0,2.0,45.0,1
69764,4G,93.0,98.0,386.0,84.0,137.0,180.0,47.0,339.0,9.0,0.0,1
60305,2G,76.0,75.0,384.0,2.0,91.0,205.0,45.0,551.0,10.0,57.0,0
60672,4G,109.0,69.0,411.0,47.0,96.0,197.0,53.0,443.0,9.0,0.0,1
61673,3G,141.0,82.0,405.0,106.0,132.0,142.0,40.0,488.0,10.0,21.0,1
65277,4G,89.0,89.0,376.0,8.0,168.0,198.0,44.0,428.0,9.0,103.0,1
64304,4G,128.0,141.0,419.0,42.0,75.0,176.0,38.0,527.0,11.0,43.0,1
67779,3G,80.0,92.0,377.0,15.0,57.0,214.0,43.0,542.0,10.0,83.0,0
67136,4G,103.0,113.0,380.0,16.0,83.0,147.0,64.0,435.0,8.0,62.0,0
